TortoiseID,EncounterDate,Fieldworker1,Fieldworker2,Fieldworker3,SWC,NewGrowth,ForelegDirt,GeneticsSample,ToxicologySample,ToxDuplicateSample,ToxWholeBloodSample,ErodedNarisLeft,ErodedNarisLeftValue,ErodedNarisRight,ErodedNarisRightValue,OcclusionNarisLeft,OcclusionNarisLeftValue,OcclusionNarisRight,OcclusionNarisRightValue,EdemaEyeLeft,PalpebraeUpperEyeLeft,PalpebraeLowerEyeLeft,PeriocularUpperEyeLeft,PeriocularLowerEyeLeft,EdemaEyeRight,PalpebraeUpperEyeRight,PalpebraeLowerEyeRight,PeriocularUpperEyeRight,PeriocularLowerEyeRight,DischargeEyeLeft,DischargeEyeRight,BulgingEyeLeft,BulgingEyeRight,SunkenEyeLeft,SunkenEyeRight,GlobeEyeLeft,GlobeEyeRight,NaresEyesComments,TraumaHeadDistribution,TraumaHeadSeverity,TraumaHeadChronicity,TraumaGularDistribution,TraumaGularSeverity,TraumaGularChronicity,TraumaPlastronDistribution,TraumaPlastronSeverity,TraumaPlastronChronicity,TraumaCarapaceDistribution,TraumaCarapaceSeverity,TraumaCarapaceChronicity,TraumaLimbsDistribution,TraumaLimbsSeverity,TraumaLimbsChronicity,SkinDamage,SkinDamageDescribe,ScuteBoneReplacement,TraumaComments,LaminaePeeling,LaminaePeelingDescribe,Pitting,PittingDescribe,FungalAreas,FungalAreasDescribe,DiseaseHeadDistribution,DiseaseHeadSeverity,DiseaseHeadChronicity,DiseaseGularDistribution,DiseaseGularSeverity,DiseaseGularChronicity,DiseasePlastronDistribution,DiseasePlastronSeverity,DiseasePlastronChronicity,DiseaseCarapaceDistribution,DiseaseCarapaceSeverity,DiseaseCarapaceChronicity,DiseaseLimbsDistribution,DiseaseLimbsSeverity,DiseaseLimbsChronicity,DiseaseComments,DataMigrated,DataProofed,TortoiseType,TortoiseStatus
BS13,9/18/2016,John Hillman,Shawn Lindey,,6,None,No,,,,,No,1,Yes,2,None,1,Partial,2,Yes,1,2,2,2,Yes,1,2,2,2,None,None,No,No,Yes,Yes,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,N,,Y,,No,,Yes,Midline plastron seam,No,,1,1,1,1,1,1,3,2,2,3,2,2,1,1,1,,0,0,Resident,Tracked
BS130,5/19/2011,Kelly Herbinson,Cynthia Furman,,,None,No,,,,,,,,,Partial,2,None,1,No,1,1,1,1,No,1,1,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,3,4,2,1,1,1,3,3,2,2,2,2,No,,Yes,"Carapace: bone scute replacement, laminae peeling around seams; Limbs: Left forelimb missing scales",No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,0,Resident,Tracked
BS130,10/9/2011,Craig Himmelwright,Liz Smith,,5,None,No,,,,,No,1,No,1,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,None,No,No,No,No,Clear & Bright,Clear & Bright,Nares Exudate: ; Nares Erosion: ; Eyes: Dirt/sand in eye- L eye medial canthus,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,,No,Head: ; Gular: ; Plastron: ; Carapace: ; Limbs:,No,,No,,No,,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,"Head: ; Gular: ; Plastron: ; Carapace: Diagram indicates V1-3, RC1-3, LC1-2; Limbs:",0,0,Resident,Tracked
BS130,5/18/2012,Jay Meyers,Max Havelka,,5,None,No,,,,,No,1,No,1,None,1,None,1,Yes,2,1,2,1,Yes,2,1,2,1,None,None,No,No,Yes,Yes,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,Y,,Yes,"V1, v2, v3, rc1, rc2, rc3, lc1, lc2, lc3, nuchal, lm1, lm2, rm1, rm2, scute edges laminae peeling, see photo.",No,,No,,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,,1,1,Resident,Tracked
BS130,9/25/2012,Laura Pavliscak,Shannon DiRuzzo,,6,< 1 mm,Yes,,,,,Yes,2,No,1,Partial,2,Partial,2,Yes,2,2,2,1,Yes,2,2,2,2,Dry Crust,Dry Crust,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,N,,Y,,Yes,Edges of laminae thickened and yellowing; peeling off in sheets,No,,No,,1,1,1,3,2,2,1,1,1,3,2,2,1,1,1,,1,1,Resident,Tracked
BS130,5/17/2013,Nicole Stephens,Chandra Llewellyn,,5,None,No,,,,,No,1,No,1,None,1,None,1,Yes,2,2,2,1,Yes,2,3,2,1,None,None,No,No,,,Clear-Bright,Clear-Bright,,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,Y,Scarring,Y,,Yes,"0ld laminae peeling, lifting V1-3, RM1-2, nucal and LM1.",No,,No,,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,,1,1,Resident,Tracked
BS130,9/28/2013,Jeff Valentine,Chandra Llewellyn,,5,None,No,Y,N,,,No,1,No,1,None,1,None,1,Yes,1,2,1,1,Yes,1,2,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,PLANT RESIN/DIRT ON FACE,1,1,1,3,2,2,2,2,2,3,2,2,1,1,1,Y,OLD SCARRING,Y,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Resident,Tracked
BS130,5/18/2014,TG Jackson,Jacquelyn Smith,,5,None,No,N,N,N,,No,1,No,1,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,N,,Y,,No,,No,,No,,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,,1,1,Resident,Tracked
BS130,9/15/2014,Amanda Scheib,Jay Meyers,,5,Fine Line,No,N,N,N,N,No,1,No,1,None,1,None,1,Yes,2,1,1,1,Yes,2,2,2,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,Y,Scar from rm1 to lm1,Y,,Yes,"Rm1,lm1,nuchal,v1-v4,lc1-3,rc1-3",No,,No,,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,,1,1,Resident,Tracked
BS130,5/12/2015,Imogen Daly,Geo Keyes,,5,Fine Line,No,,Y,N,Y,No,1,No,1,None,1,None,1,No,1,1,1,1,Yes,1,1,2,1,None,Damp,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,2,2,2,2,2,2,2,3,2,1,1,1,N,,Y,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Resident,Tracked
BS130,9/18/2015,Shawn Lindey,Jeff Valentine,,5,None,No,,N,N,N,No,1,No,1,None,1,None,1,Yes,1,2,1,2,Yes,2,2,2,2,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,Y,Old scarring LM2-RM2,Y,,Yes,"Yellow lamina edges lifting: RM1-3, LM1-3, LC1-3, RC1-3, V 1-4",No,,No,,1,1,1,1,1,1,1,1,1,4,3,2,1,1,1,,1,1,Resident,Tracked
BS130,5/20/2016,Cynthia Furman,La Deana Jeane,,5,None,No,,,,,No,1,No,1,None,1,None,1,Yes,1,2,2,1,Yes,1,2,2,2,Dry Crust,Dry Crust,No,Yes,No,No,Clear-Bright,Clear-Bright,,1,1,1,4,3,2,2,3,2,2,2,2,2,2,2,Y,Heavily scarred subcarapacial area. Damaged skin near left forelimb.,Y,,Yes,From V4 (anterior on carapace),No,,No,,1,1,1,1,1,1,1,1,1,4,2,2,1,1,1,,1,0,Resident,Tracked
BS130,9/23/2016,TG Jackson,Wayne Ball,,4,None,No,,,,,No,1,No,1,None,1,None,1,Yes,2,1,1,1,Yes,2,1,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,N,,Y,,No,,No,,No,,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,,0,0,Resident,Tracked
BS131,5/17/2011,TG Jackson,Laura Pavliscak,,6,None,No,,,,,,,,,Partial,2,None,1,Yes,2,1,2,3,Yes,2,1,3,3,Dry Crust; yes,Dry Crust; yes,Yes,Yes,Yes,Yes,Clear-Bright,Clear-Bright,"Eyes: Corneal opacity R, L (about 2 x 2 mm)",1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,Yes,thickened crusty skin,Yes,,No,,No,,No,,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,Plastron: cutaneous dyskeratosis;,0,0,Resident,Tracked
BS131,10/11/2011,Shawn Lindey,Bryan Reiley,,6,None,No,,,,,No,1,No,1,None,1,None,1,Yes,2,1,2,2,Yes,2,2,2,2,Dry Crust; None,Dry Crust; None,Yes,Yes,No,No,Clear & Bright,Clear & Bright,"Nares Exudate: ; Nares Erosion: ; Eyes: Dirt/sand in eye- R eye, upper palpebrae",1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,Yes,RM1 to LM1,Yes,Head: ; Gular: ; Plastron: BSR indicated on R abdom; Carapace: ; Limbs:,No,,No,,No,,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,"Head: ; Gular: ; Plastron: Abdominals and femorals whitish flaking of laminae edges; Carapace: RC&LC8-11, V5 whitish flaking of laminae edges; Limbs:",0,0,Resident,Tracked
BS131,5/19/2012,Geo Keyes,Shawn Lindey,,7,None,No,,,,,No,1,No,1,None,1,None,1,Yes,2,2,1,1,Yes,2,2,1,1,None,None,No,No,No,No,Clear-Bright;Opacities,Opacities,,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,Y,"Combat injury, healing",Y,,Yes,"V3, LC1, LC4",No,,No,,1,1,1,1,1,1,3,3,2,3,3,2,1,1,1,,1,1,Resident,Tracked
BS131,9/30/2012,Cynthia Furman,Jeff Valentine,,7,None,No,,,,,No,1,No,1,None,1,None,1,Yes,2,1,2,1,Yes,1,2,2,2,Damp,None,Yes,Yes,No,No,Clear-Bright;Opacities,Clear-Bright;Opacities,Gray occlusion in conjunctiva above lateral canthus in both eyes - see photo,1,1,1,1,1,1,2,3,2,3,4,2,1,1,1,Y,Fresh trauma,Y,,Yes,Carapace - generalized,Yes,"Plastron - femoral, anal scutes",No,,3,2,2,1,1,1,3,3,3,4,2,2,1,1,1,,1,1,Resident,Tracked
BS131,10/14/2012,Geo Keyes,Cynthia Furman,,7,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Resident,Tracked
BS131,5/18/2013,John Hillman,Shannon DiRuzzo,,7,None,No,,,,,No,1,No,1,Partial,2,None,1,No,1,1,1,1,No,1,1,1,1,None,Dry Crust,No,No,,,Opacities,Opacities,Opacities near lateral canthis on upper margin of cornea. L and R.,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,Y,Old healed scarring above head.,Y,,Yes,"V3, V4.",No,,No,,1,1,1,1,1,1,3,2,3,2,2,2,1,1,1,,1,1,Resident,Tracked
BS131,9/28/2013,Jay Meyers,Max Havelka,,7,None,No,Y,Y,,,No,1,No,1,None,1,None,1,Yes,3,1,2,1,Yes,2,2,2,2,Damp,Damp,No,No,No,No,Opacities,Opacities,Corneal opacity on dorso-posterior surface of both eyes. Right eye more pronounced.  See pictures,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,Y,Old scarring,Y,,No,,No,,No,,1,1,1,1,1,1,3,3,3,3,2,2,1,1,1,Generalized yellowish flaking on carapace.,1,1,Resident,Tracked
BS131,5/19/2014,Imogen Daly,Cynthia Furman,,7,None,No,N,Y,N,,No,1,No,1,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,None,No,No,No,No,Clear-Bright;Opacities,Clear-Bright;Opacities,,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,Y,Moderate callousing,Y,,No,,No,,No,,1,1,1,1,1,1,3,3,3,3,2,2,1,1,1,,1,1,Resident,Tracked
BS131,9/17/2014,Cynthia Furman,Brian Cohn,,7,None,No,N,Y,Y,N,No,1,No,1,None,1,None,1,Yes,2,2,1,1,No,1,1,1,1,None,None,No,No,No,No,Opacities,Opacities,,1,1,1,1,1,1,2,3,2,3,3,2,1,1,1,Y,Fresh trauma and dried blood,Y,,No,,Yes,"LC3/LC4, gular/L-humeral",No,,1,1,1,1,1,1,3,3,2,3,3,3,2,2,3,,1,1,Resident,Tracked
BS131,5/15/2015,La Deana Jeane,Laura Pavliscak,,7,None,Yes,,Y,N,N,No,1,No,1,None,1,Partial,2,Yes,1,1,3,2,Yes,4,4,4,4,Damp,Serous,Yes,Yes,No,No,Opacities,Unknown,Nose caked in dirt. Bilateral eyes with serous discharge-area embedded with dirt. Right eye swollen shut- globe not visible.,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,Y,Scarring along subcarapacial seam. Recent trauma to R and L axillary skin region.,Y,,No,,No,,No,,1,1,1,1,1,1,3,2,2,3,2,2,1,1,1,Generalized yellowish flaking on plastron and carapace.,1,1,Resident,Tracked
BS131,9/15/2015,Geo Keyes,Imogen Daly,,7,None,No,,N,N,N,No,1,Yes,2,None,1,Partial,2,Yes,2,1,2,1,Yes,2,2,2,2,None,None,Yes,Yes,No,No,Clear-Bright;Inflamed Sclera;Opacities,Clear-Bright;Inflamed Sclera;Opacities,"L AND R EYE SLIGHTLY BULGING, PINK CONJUNCTIVAS-EXPOSED. GRAY GROWTH ON TOP OF GLOBE-BOTH EYES.",1,1,1,2,2,2,2,3,2,2,2,2,1,1,1,Y,FRESH WOUNDS ALONG INNER FORELEGS.,Y,,No,,No,,No,,1,1,1,1,1,1,4,2,2,4,2,2,2,2,3,,1,1,Resident,Tracked
BS131,5/20/2016,TG Jackson,Jay Meyers,,6,None,No,,,,,No,1,No,1,None,1,None,1,Yes,2,1,2,3,Yes,2,1,2,3,None,None,Yes,Yes,No,No,Clear-Bright;Opacities,Clear-Bright;Opacities,Opacity dorsal & posterior to cornea,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,N,,Y,,No,,No,,No,,1,1,1,1,1,1,2,2,2,3,2,2,1,1,1,,1,0,Resident,Tracked
BS131,9/21/2016,Geo Keyes,Brian Cohn,,6,None,No,,,,,No,1,No,1,None,1,None,1,Yes,3,1,3,2,Yes,3,2,3,2,Damp,Dry Crust;Damp,Yes,Yes,No,No,Clear-Bright;Opacities,Clear-Bright;Opacities,R&L EYES HAVE GRAY OPACITY ON UPPER GLOBE TOWARD THE LATERAL CANTHUS,1,1,1,1,1,1,2,3,2,2,3,2,1,1,1,Y,COMBAT WOUNDS LM1-RM1-HEALING,Y,,No,,Yes,L&R AB/FEMORAL SEAM,No,,1,1,1,1,1,1,2,3,3,4,2,2,3,2,3,,0,0,Resident,Tracked
BS132,5/16/2011,TG Jackson,Laura Pavliscak,,,None,No,,,,,,,,,Partial,2,Partial,2,Yes,2,1,1,1,Yes,2,1,1,1,Dry Crust; None,Dry Crust; None,No,No,Yes,Yes,Clear-Bright,Clear-Bright,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,No,,Yes,Gular: laminae missing; Plastron: pit; Carapace: bone scute replacement; Limbs: drawing shows two missing scales on R forelimb,Yes,,No,,No,,1,1,1,4,2,2,2,2,2,3,2,2,1,1,1,Gular: laminae peeling; Plastron: laminae peeling; Carapace: laminae peeling;,0,0,Resident,Tracked
BS132,10/12/2011,Bryan Reiley,Shawn Lindey,,5,None,No,,,,,No,1,No,1,Partial,2,None,1,No,1,1,1,1,No,1,1,1,1,None,None,No,No,No,No,Clear & Bright,Clear & Bright,Nares Exudate: ; Nares Erosion: ; Eyes: Dirt/sand: Left eye- glob of dirt in fornix area,1,1,1,3,2,2,2,2,2,1,1,1,1,1,1,No,,Yes,Head: ; Gular: Old trauma ; Plastron: Old trauma & BSR; Carapace: ; Limbs:,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Head: ; Gular: ; Plastron: ; Carapace: ; Limbs:,0,0,Resident,Tracked
BS132,5/18/2012,Chandra Llewellyn,John Hillman,,6,None,No,,,,,No,1,No,1,None,1,None,1,Yes,2,2,2,1,Yes,2,1,2,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,4,3,2,2,3,2,2,2,2,2,2,2,N,,Y,,No,,No,,No,,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,,1,1,Resident,Tracked
BS132,9/27/2012,Cynthia Furman,Jeff Valentine,,7,None,No,,,,,No,1,No,1,None,1,None,1,Yes,2,2,1,1,Yes,2,1,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,4,4,2,3,4,2,2,3,2,2,2,2,N,,Y,,Yes,Multiple layers of lamina peeling on carapace and plastron. Probably due to trauma.,No,,No,,1,1,1,1,1,1,2,2,2,3,2,2,1,1,1,,1,1,Resident,Tracked
BS132,5/19/2013,John Hillman,Shannon DiRuzzo,,7,None,No,,,,,No,1,No,1,None,1,None,1,Yes,2,1,2,1,Yes,2,2,2,1,None,None,No,No,,,Clear-Bright,Clear-Bright,,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,N,,Y,,Yes,"V1, L & R C1, RM1, LM 1 &2.",No,,No,,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,,1,1,Resident,Tracked
BS132,9/27/2013,Jay Meyers,Max Havelka,,4,None,No,Y,N,,,No,1,No,1,None,1,None,1,Yes,2,1,1,1,Yes,2,1,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,N,,N,,Yes,Some mild lamina lifting.,No,,No,,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,,1,1,Resident,Tracked
BS132,5/18/2014,Imogen Daly,Cynthia Furman,,7,None,No,N,N,N,,No,1,No,1,None,1,None,1,Yes,2,2,1,1,Yes,2,2,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,4,4,2,3,3,2,1,1,1,2,3,2,N,,Y,,No,,No,,No,,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,,1,1,Resident,Tracked
BS132,9/18/2014,Brian Cohn,Amanda Scheib,,5,None,No,N,N,N,N,No,1,No,1,None,1,None,1,Yes,1,2,1,1,No,1,1,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,4,3,2,2,2,2,1,1,1,2,3,2,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,,1,1,Resident,Tracked
BS132,5/15/2015,La Deana Jeane,Laura Pavliscak,,6,None,No,,Y,N,N,No,1,No,1,None,1,Partial,2,Yes,2,1,2,1,Yes,2,1,2,1,Dry Crust,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,3,2,2,2,2,2,1,1,1,2,2,2,N,,Y,Healed chew trauma on gular.,Yes,On gular- associated with trauma.,No,,No,,1,1,1,2,3,2,2,3,2,3,2,2,1,1,1,,1,1,Resident,Tracked
BS132,9/27/2015,Jay Meyers,La Deana Jeane,,5,None,No,,N,N,N,No,1,No,1,None,1,None,1,Yes,2,1,2,1,Yes,2,1,2,1,None,None,No,No,Yes,Yes,Clear-Bright,Clear-Bright,,1,1,1,3,3,2,2,2,2,2,2,2,2,2,3,N,,Y,Old trauma on gular. Fresh damage to right forelimb scales,Yes,"Humerals, unclear whether disease or trauma",No,,No,,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,,1,1,Resident,Tracked
BS132,10/15/2015,Amanda Scheib,Elijah Davidson,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Resident,Tracked
BS132,5/20/2016,TG Jackson,Jay Meyers,,5,None,No,,,,,No,1,No,1,None,1,None,1,Yes,2,1,1,1,No,1,1,1,1,None,None,No,No,Yes,Yes,Clear-Bright,Clear-Bright,,1,1,1,4,2,2,2,2,2,1,1,1,2,2,2,N,,N,,Yes,"RC1, left & right pectorals",No,,No,,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,,1,0,Resident,Tracked
BS132,9/21/2016,Brian Cohn,Geo Keyes,,5,Fine Line,No,,,,,No,1,No,1,None,1,None,1,Yes,2,2,2,1,Yes,2,1,2,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,3,3,2,2,2,2,2,2,2,2,3,2,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,3,2,2,2,2,3,,0,0,Resident,Tracked
BS133,5/15/2011,Jenny Weidensee,Chandra Llewellyn,,,Yes,No,,,,,,,,,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,Eyes: dirt in fornix,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,No,,Yes,"Gular: ventral, old chew trauma with bone scute replacement;",No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,0,Resident,Tracked
BS133,6/9/2016,Geo Keyes,Jay Meyers,,4,None,No,,,,,No,1,No,1,None,1,None,1,Yes,1,1,1,2,No,1,1,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,N,,Y,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,0,Resident,Tracked
BS133,9/22/2016,Laura Pavliscak,La Deana Jeane,,4,Fine Line,No,,,,,No,1,No,1,None,1,None,1,Yes,1,1,2,2,Yes,1,1,2,2,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,2,3,2,2,2,2,2,2,2,2,3,2,N,,Y,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,,0,0,Resident,Tracked
BS134,5/17/2011,Shawn Lindey,Liz Smith,George Keyes,,,No,,,,,,,,,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,,No,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,0,Resident,Dead (BO 2011)
BS134,10/18/2011,Bryan Reiley,Andrea Currylow,,6,None,No,,,,,No,1,No,1,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,None,No,No,No,No,Clear & Bright,Clear & Bright,Nares Exudate: ; Nares Erosion: ; Eyes: Plant material: In R eye fornix area,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,,No,Head: ; Gular: ; Plastron: ; Carapace: ; Limbs:,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Head: ; Gular: ; Plastron: ; Carapace: ; Limbs:,0,0,Resident,Dead (BO 2011)
BS134,5/16/2012,Laura Pavliscak,John Hillman,,6,None,No,,,,,No,1,No,1,None,1,None,1,Yes,2,2,2,1,Yes,2,1,2,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,Yes,Light surface laminae peeling on carapace.,No,,No,,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,,1,1,Resident,Dead (BO 2011)
BS134,10/4/2012,TG Jackson,Christine Stirling,,5,< 1 mm,No,,,,,No,1,No,1,None,1,None,1,Yes,2,2,1,1,Yes,2,2,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,,N,,No,,No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Resident,Dead (BO 2011)
BS134,5/7/2013,Max Havelka,Lori Rose,,5,None,No,,,,,No,1,No,1,None,1,None,1,Yes,2,1,1,1,Yes,2,1,1,1,None,None,Yes,Yes,,,Clear-Bright,Clear-Bright,,1,1,1,2,2,2,2,2,2,2,2,2,3,3,2,N,,N,,Yes,,No,,No,,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,,1,1,Resident,Dead (BO 2011)
BS134,10/29/2013,Amanda Scheib,Elijah Davidson,,6,None,No,Y,Y,,,No,1,No,1,None,1,None,1,No,1,1,1,1,No,1,1,1,1,None,None,No,No,Yes,No,Clear-Bright,Clear-Bright,,1,1,1,2,2,2,2,2,3,2,2,2,2,3,2,N,,Y,,Yes,"V3, lc1 - 3",No,,No,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,Resident,Dead (BO 2011)
BS134,5/19/2014,John Hillman,Brian Cohn,,5,Fine Line,No,N,Y,N,,No,1,No,1,None,1,None,1,Yes,2,1,1,1,Yes,2,1,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,2,3,2,2,3,2,2,3,2,2,2,2,N,,Y,"Cloaca inspected - healing, but weak sphincter tone",No,,No,,No,,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,,1,1,Resident,Dead (BO 2011)
BS134,9/29/2014,Brian Cohn,Jeff Valentine,,5,None,No,N,Y,N,N,No,1,No,1,None,1,None,1,Yes,3,2,2,1,Yes,3,2,2,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,3,3,2,2,2,2,2,2,2,2,3,2,N,,Y,,No,,No,,No,,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,,1,1,Resident,Dead (BO 2011)
BS134,5/14/2015,Geo Keyes,Imogen Daly,,6,Fine Line,No,,Y,N,Y,Yes,2,Yes,2,None,1,None,1,Yes,2,2,2,1,Yes,2,2,1,1,Dry Crust,Dry Crust,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,3,3,2,2,3,2,2,3,2,3,3,2,N,,Y,,Yes,V3,No,,No,,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,,1,1,Resident,Dead (BO 2011)
BS134,9/21/2015,Wayne Ball,Max Havelka,,5,None,No,,N,N,N,No,1,No,1,None,1,None,1,Yes,3,2,1,1,Yes,2,2,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,N,,Y,,No,,No,,No,,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,,1,1,Resident,Dead (BO 2011)
BS135,5/17/2011,Shawn Lindey,Liz Smith,George Keyes,,None,No,,,,,,,,,None,1,None,1,Yes,2,2,1,1,Yes,2,2,1,1,None,None,No,No,No,No,Clear-Bright,Clear-Bright,,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,No,,No,Plastron: trauma; Carapace: puncture;,No,,No,,No,,1,1,1,1,1,1,3,3,2,3,3,2,1,1,1,"Plastron: laminae lifting and peeling, discolored; Carapace: laminae lifting and peeling, discolored;",0,0,Resident,Tracked
BS135,10/18/2011,Bryan Reiley,Andrea Currylow,,4,None,No,,,,,No,1,No,1,None,1,None,1,No,1,1,1,1,No,1,1,1,1,Dry Crust; None,Dry Crust; None,No,No,No,No,Clear & Bright,Clear & Bright,"Nares Exudate: ; Nares Erosion: ; Eyes: Dirt/sand in eye- R eye, smeared on globe",1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,No,,No,"Head: ; Gular: ; Plastron: Diagram indicates old trauma on R humeral and femoral; Carapace: Old trauma indicated on Rm4, RC2; Limbs: Diagram indicates trauma (small patch) R forelimb",No,,No,,No,,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,"Head: ; Gular: ; Plastron: Whitish flaking of laminae edges indicated from humerals to femorals; Carapace: Whitish flaking of laminae edges indicated on V2,3; Limbs:",0,0,Resident,Tracked
